time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
19.039,0.15,-0.10,1.14,0.14,-0.98,0.87,-1.58,-0.12,-0.36,0.00
19.051,0.15,-0.10,1.14,0.14,-0.98,0.87,-0.18,-0.04,-0.09,0.00
19.052,0.15,-0.10,1.14,-0.10,0.49,1.64,-0.18,-0.04,-0.09,0.00
19.128,0.15,-0.10,1.14,-0.10,0.49,1.64,0.77,0.09,0.20,0.00
19.132,0.15,-0.10,1.14,0.79,0.93,3.52,0.77,0.09,0.20,0.00
19.133,0.22,0.03,1.35,0.79,0.93,3.52,0.77,0.09,0.20,0.00
19.171,0.09,0.11,0.96,0.79,0.93,3.52,0.77,0.09,0.20,0.00
19.186,0.09,0.11,0.96,0.79,0.93,3.52,1.12,0.14,0.10,0.00
19.187,0.09,0.11,0.96,-0.51,1.46,-0.34,1.12,0.14,0.10,0.00
19.255,0.22,0.13,0.92,-0.51,1.46,-0.34,1.12,0.14,0.10,0.00
19.259,0.22,0.13,0.92,-0.51,1.46,-0.34,1.00,-0.19,-0.27,0.00
19.259,0.22,0.13,0.92,0.71,0.92,-0.70,1.00,-0.19,-0.27,0.00
19.305,0.30,0.06,0.96,0.71,0.92,-0.70,1.00,-0.19,-0.27,0.00
19.314,0.30,0.06,0.96,0.71,0.92,-0.70,0.13,-0.93,-0.95,0.00
19.314,0.30,0.06,0.96,0.83,-0.25,-0.06,0.13,-0.93,-0.95,0.00
19.369,0.10,0.09,0.81,0.83,-0.25,-0.06,0.13,-0.93,-0.95,0.00
19.38,0.10,0.09,0.81,0.83,-0.25,-0.06,-0.07,-0.18,-0.61,0.00
19.38,0.10,0.09,0.81,-1.20,0.24,-1.58,-0.07,-0.18,-0.61,0.00
19.452,0.20,0.12,0.82,-1.20,0.24,-1.58,-0.07,-0.18,-0.61,0.00
19.457,0.20,0.12,0.82,-1.20,0.24,-1.58,0.29,0.10,-0.36,0.00
19.457,0.20,0.12,0.82,-0.07,0.28,-1.52,0.29,0.10,-0.36,0.00
19.543,0.28,0.13,0.77,-0.07,0.28,-1.52,0.29,0.10,-0.36,0.00
19.546,0.28,0.13,0.77,-0.07,0.28,-1.52,0.26,-0.71,-0.78,0.00
19.547,0.28,0.13,0.77,0.34,0.07,-1.86,0.26,-0.71,-0.78,0.00
19.568,0.30,0.14,1.07,0.34,0.07,-1.86,0.26,-0.71,-0.78,0.00
19.578,0.30,0.14,1.07,0.34,0.07,-1.86,0.10,-0.22,-0.01,0.00
19.578,0.30,0.14,1.07,-0.12,0.34,2.06,0.10,-0.22,-0.01,0.00
19.633,0.21,0.16,1.24,-0.12,0.34,2.06,0.10,-0.22,-0.01,0.00
19.648,0.21,0.16,1.24,-0.12,0.34,2.06,0.39,0.85,1.09,0.00
19.649,0.21,0.16,1.24,-0.24,0.14,2.72,0.39,0.85,1.09,0.00
19.705,0.12,0.08,1.29,-0.24,0.14,2.72,0.39,0.85,1.09,0.00
19.711,0.12,0.08,1.29,-0.24,0.14,2.72,-0.24,1.05,1.10,0.00
19.712,0.12,0.08,1.29,-0.59,-0.31,3.07,-0.24,1.05,1.10,0.00
19.766,0.11,0.15,0.92,-0.59,-0.31,3.07,-0.24,1.05,1.10,0.00
19.776,0.11,0.15,0.92,-0.59,-0.31,3.07,0.26,0.61,0.78,0.00
19.776,0.11,0.15,0.92,-0.58,0.10,-1.32,0.26,0.61,0.78,0.00
19.865,0.12,0.00,1.09,-0.58,0.10,-1.32,0.26,0.61,0.78,0.00
19.869,0.12,0.00,1.09,-0.58,0.10,-1.32,-0.00,0.61,0.71,0.00
19.87,0.12,0.00,1.09,0.44,-1.37,0.61,-0.00,0.61,0.71,0.00
19.899,0.08,-0.01,0.85,0.44,-1.37,0.61,-0.00,0.61,0.71,0.00
19.955,0.08,-0.01,0.85,0.44,-1.37,0.61,-0.70,0.05,0.36,0.00
19.956,0.08,-0.01,0.85,-0.26,-0.72,-1.40,-0.70,0.05,0.36,0.00
19.963,0.09,0.01,0.85,-0.26,-0.72,-1.40,-0.70,0.05,0.36,0.00
19.974,0.09,0.01,0.85,-0.26,-0.72,-1.40,-0.33,0.05,0.49,0.00
19.974,0.09,0.01,0.85,-0.10,-0.21,-1.62,-0.33,0.05,0.49,0.00
20.029,0.08,-0.03,0.79,-0.10,-0.21,-1.62,-0.33,0.05,0.49,0.00
20.049,0.08,-0.03,0.79,-0.10,-0.21,-1.62,-0.40,-0.01,0.28,0.00
20.051,0.08,-0.03,0.79,-0.19,-0.54,-1.89,-0.40,-0.01,0.28,0.00
20.112,0.14,-0.13,0.92,-0.19,-0.54,-1.89,-0.40,-0.01,0.28,0.00
20.112,0.14,-0.13,0.92,-0.19,-0.54,-1.89,-0.97,-0.27,-0.22,0.00
20.113,0.14,-0.13,0.92,0.14,-0.75,-0.71,-0.97,-0.27,-0.22,0.00
20.161,0.27,-0.12,1.19,0.14,-0.75,-0.71,-0.97,-0.27,-0.22,0.00
20.172,0.27,-0.12,1.19,0.14,-0.75,-0.71,-0.57,-0.59,-0.32,0.00
20.172,0.27,-0.12,1.19,1.12,-0.31,2.04,-0.57,-0.59,-0.32,0.00
20.227,0.30,-0.06,1.32,1.12,-0.31,2.04,-0.57,-0.59,-0.32,0.00
20.24,0.30,-0.06,1.32,1.12,-0.31,2.04,0.25,-0.41,-0.03,0.00
20.241,0.30,-0.06,1.32,0.81,0.28,2.61,0.25,-0.41,-0.03,0.00
20.295,0.12,0.06,1.08,0.81,0.28,2.61,0.25,-0.41,-0.03,0.00
20.317,0.12,0.06,1.08,0.81,0.28,2.61,0.57,0.23,0.06,0.00
20.319,0.12,0.06,1.08,-0.54,1.06,0.95,0.57,0.23,0.06,0.00
20.36,0.11,0.11,0.76,-0.54,1.06,0.95,0.57,0.23,0.06,0.00
20.37,0.11,0.11,0.76,-0.54,1.06,0.95,0.95,0.28,-0.03,0.00
20.37,0.11,0.11,0.76,-0.35,0.92,-2.28,0.95,0.28,-0.03,0.00
20.434,0.24,0.01,1.01,-0.35,0.92,-2.28,0.95,0.28,-0.03,0.00
20.437,0.24,0.01,1.01,-0.35,0.92,-2.28,0.28,-0.30,-0.58,0.00
20.438,0.24,0.01,1.01,1.37,-0.70,1.07,0.28,-0.30,-0.58,0.00
20.507,0.29,0.06,1.04,1.37,-0.70,1.07,0.28,-0.30,-0.58,0.00
20.509,0.29,0.06,1.04,1.37,-0.70,1.07,-0.26,-0.75,-0.72,0.00
20.51,0.29,0.06,1.04,0.77,0.29,0.63,-0.26,-0.75,-0.72,0.00
20.558,0.19,0.14,0.80,0.77,0.29,0.63,-0.26,-0.75,-0.72,0.00
20.568,0.19,0.14,0.80,0.77,0.29,0.63,0.44,-0.30,-0.24,0.00
20.568,0.19,0.14,0.80,-0.44,0.74,-1.63,0.44,-0.30,-0.24,0.00
20.642,0.27,0.20,0.87,-0.44,0.74,-1.63,0.44,-0.30,-0.24,0.00
20.645,0.27,0.20,0.87,-0.44,0.74,-1.63,0.80,-0.25,-0.28,0.00
20.646,0.27,0.20,0.87,0.16,0.83,-0.93,0.80,-0.25,-0.28,0.00
20.689,0.23,0.18,1.00,0.16,0.83,-0.93,0.80,-0.25,-0.28,0.00
20.7,0.23,0.18,1.00,0.16,0.83,-0.93,0.53,0.09,-0.06,0.00
20.7,0.23,0.18,1.00,-0.56,0.05,1.25,0.53,0.09,-0.06,0.00
20.755,0.05,0.16,1.12,-0.56,0.05,1.25,0.53,0.09,-0.06,0.00
20.766,0.05,0.16,1.12,-0.56,0.05,1.25,0.14,1.24,0.82,0.00
20.766,0.05,0.16,1.12,-1.26,0.08,1.42,0.14,1.24,0.82,0.00
20.847,0.03,0.06,1.23,-1.26,0.08,1.42,0.14,1.24,0.82,0.00
20.849,0.03,0.06,1.23,-1.26,0.08,1.42,-0.42,1.05,0.25,0.00
20.85,0.03,0.06,1.23,-0.86,-0.58,2.43,-0.42,1.05,0.25,0.00
20.888,0.01,0.17,1.09,-0.86,-0.58,2.43,-0.42,1.05,0.25,0.00
20.899,0.01,0.17,1.09,-0.86,-0.58,2.43,0.04,0.83,0.63,0.00
20.899,0.01,0.17,1.09,-0.61,0.87,0.17,0.04,0.83,0.63,0.00
20.955,-0.07,0.16,1.07,-0.61,0.87,0.17,0.04,0.83,0.63,0.00
20.964,-0.07,0.16,1.07,-0.61,0.87,0.17,0.35,0.88,0.83,0.00
20.965,-0.07,0.16,1.07,-0.77,0.21,0.76,0.35,0.88,0.83,0.00
21.028,0.04,0.05,1.13,-0.77,0.21,0.76,0.35,0.88,0.83,0.00
21.038,0.04,0.05,1.13,-0.77,0.21,0.76,-0.37,0.19,-0.11,0.00
21.04,0.04,0.05,1.13,0.44,-0.70,1.36,-0.37,0.19,-0.11,0.00
21.086,0.07,0.00,0.85,0.44,-0.70,1.36,-0.37,0.19,-0.11,0.00
21.096,0.07,0.00,0.85,0.44,-0.70,1.36,-0.67,-0.49,-0.83,0.00
21.096,0.07,0.00,0.85,0.57,-0.77,-1.75,-0.67,-0.49,-0.83,0.00
21.151,0.10,-0.04,0.75,0.57,-0.77,-1.75,-0.67,-0.49,-0.83,0.00
21.162,0.10,-0.04,0.75,0.57,-0.77,-1.75,-0.70,-0.60,-0.87,0.00
21.163,0.10,-0.04,0.75,0.15,-0.23,-2.08,-0.70,-0.60,-0.87,0.00
21.231,0.22,-0.08,0.83,0.15,-0.23,-2.08,-0.70,-0.60,-0.87,0.00
21.237,0.22,-0.08,0.83,0.15,-0.23,-2.08,-0.61,-1.00,-0.85,0.00
21.238,0.22,-0.08,0.83,0.62,-0.84,-2.01,-0.61,-1.00,-0.85,0.00
21.284,0.20,-0.12,0.97,0.62,-0.84,-2.01,-0.61,-1.00,-0.85,0.00
21.294,0.20,-0.12,0.97,0.62,-0.84,-2.01,-0.90,-0.55,-0.60,0.00
21.294,0.20,-0.12,0.97,0.27,-0.56,-0.13,-0.90,-0.55,-0.60,0.00
21.349,0.29,-0.11,1.07,0.27,-0.56,-0.13,-0.90,-0.55,-0.60,0.00
21.36,0.29,-0.11,1.07,0.27,-0.56,-0.13,-0.50,-0.57,-0.53,0.00
21.36,0.29,-0.11,1.07,0.82,-0.18,0.91,-0.50,-0.57,-0.53,0.00
21.464,0.34,-0.05,1.20,0.82,-0.18,0.91,-0.50,-0.57,-0.53,0.00
21.467,0.34,-0.05,1.20,0.82,-0.18,0.91,0.12,-0.51,-0.45,0.00
21.468,0.34,-0.05,1.20,0.99,0.27,2.31,0.12,-0.51,-0.45,0.00
21.491,0.19,0.05,1.12,0.99,0.27,2.31,0.12,-0.51,-0.45,0.00
21.497,0.19,0.05,1.12,0.99,0.27,2.31,0.59,0.17,0.17,0.00
21.497,0.19,0.05,1.12,-0.47,1.02,1.45,0.59,0.17,0.17,0.00
21.547,0.10,0.14,0.83,-0.47,1.02,1.45,0.59,0.17,0.17,0.00
21.558,0.10,0.14,0.83,-0.47,1.02,1.45,1.22,0.61,0.37,0.00
21.558,0.10,0.14,0.83,-0.95,1.10,-1.46,1.22,0.61,0.37,0.00
21.613,0.09,0.05,1.07,-0.95,1.10,-1.46,1.22,0.61,0.37,0.00
21.626,0.09,0.05,1.07,-0.95,1.10,-1.46,0.40,0.75,0.25,0.00
21.627,0.09,0.05,1.07,-0.06,-0.37,0.84,0.40,0.75,0.25,0.00
21.681,0.23,0.04,0.91,-0.06,-0.37,0.84,0.40,0.75,0.25,0.00
21.69,0.23,0.04,0.91,-0.06,-0.37,0.84,-0.25,-0.37,-0.81,0.00
21.69,0.23,0.04,0.91,0.77,-0.20,-0.74,-0.25,-0.37,-0.81,0.00
21.771,0.13,0.09,0.87,0.77,-0.20,-0.74,-0.25,-0.37,-0.81,0.00
21.774,0.13,0.09,0.87,0.77,-0.20,-0.74,-0.00,-0.21,-0.73,0.00
21.776,0.13,0.09,0.87,-0.40,0.29,-1.14,-0.00,-0.21,-0.73,0.00
21.812,0.13,0.19,0.92,-0.40,0.29,-1.14,-0.00,-0.21,-0.73,0.00
21.831,0.13,0.19,0.92,-0.40,0.29,-1.14,0.76,0.16,-0.06,0.00
21.832,0.13,0.19,0.92,-0.37,0.95,-0.21,0.76,0.16,-0.06,0.00
21.877,0.18,0.20,1.04,-0.37,0.95,-0.21,0.76,0.16,-0.06,0.00
21.888,0.18,0.20,1.04,-0.37,0.95,-0.21,0.82,0.31,0.65,0.00
21.888,0.18,0.20,1.04,0.26,0.41,0.64,0.82,0.31,0.65,0.00
21.953,0.17,0.20,1.29,0.26,0.41,0.64,0.82,0.31,0.65,0.00
21.958,0.17,0.20,1.29,0.26,0.41,0.64,0.11,-0.05,0.24,0.00
21.959,0.17,0.20,1.29,0.14,0.33,3.15,0.11,-0.05,0.24,0.00
22.009,0.18,0.02,1.22,0.14,0.33,3.15,0.11,-0.05,0.24,0.00
22.028,0.18,0.02,1.22,0.14,0.33,3.15,-0.77,0.12,-0.13,0.00
22.029,0.18,0.02,1.22,0.33,-1.10,2.31,-0.77,0.12,-0.13,0.00
22.1,0.18,0.02,1.22,0.33,-1.10,2.31,-1.19,0.32,-0.39,0.00
22.108,0.18,0.02,1.22,-0.52,-1.13,0.48,-1.19,0.32,-0.39,0.00
22.109,0.14,-0.03,1.02,-0.52,-1.13,0.48,-1.19,0.32,-0.39,0.00
22.15,0.12,0.01,0.87,-0.52,-1.13,0.48,-1.19,0.32,-0.39,0.00
22.153,0.12,0.01,0.87,-0.52,-1.13,0.48,-0.64,-0.38,-0.46,0.00
22.154,0.12,0.01,0.87,-0.22,-0.10,-1.22,-0.64,-0.38,-0.46,0.00
22.207,-0.01,-0.04,1.01,-0.22,-0.10,-1.22,-0.64,-0.38,-0.46,0.00
22.22,-0.01,-0.04,1.01,-0.22,-0.10,-1.22,-0.24,0.70,1.11,0.00
22.221,-0.01,-0.04,1.01,-1.14,-0.32,0.18,-0.24,0.70,1.11,0.00
22.292,0.02,-0.03,0.86,-1.14,-0.32,0.18,-0.24,0.70,1.11,0.00
22.295,0.02,-0.03,0.86,-1.14,-0.32,0.18,-0.02,1.10,1.64,0.00
22.297,0.02,-0.03,0.86,-0.71,-0.03,-0.90,-0.02,1.10,1.64,0.00
22.351,0.18,-0.11,0.92,-0.71,-0.03,-0.90,-0.02,1.10,1.64,0.00
22.354,0.18,-0.11,0.92,-0.71,-0.03,-0.90,-0.28,-0.03,0.28,0.00
22.354,0.18,-0.11,0.92,1.42,-0.76,-0.79,-0.28,-0.03,0.28,0.00
22.405,0.22,-0.13,0.88,1.42,-0.76,-0.79,-0.28,-0.03,0.28,0.00
22.419,0.22,-0.13,0.88,1.42,-0.76,-0.79,-0.86,-1.19,-1.17,0.00
22.422,0.22,-0.13,0.88,0.94,-0.42,-1.04,-0.86,-1.19,-1.17,0.00
22.514,0.24,-0.09,0.94,0.94,-0.42,-1.04,-0.86,-1.19,-1.17,0.00
22.521,0.24,-0.09,0.94,0.94,-0.42,-1.04,-0.26,-0.83,-0.66,0.00
22.522,0.24,-0.09,0.94,0.17,0.43,-0.18,-0.26,-0.83,-0.66,0.00
22.538,0.21,-0.04,1.10,0.17,0.43,-0.18,-0.26,-0.83,-0.66,0.00
22.548,0.21,-0.04,1.10,0.17,0.43,-0.18,0.42,-0.16,0.01,0.00
22.55,0.21,-0.04,1.10,0.04,0.36,1.25,0.42,-0.16,0.01,0.00
22.607,0.16,0.07,1.20,0.04,0.36,1.25,0.42,-0.16,0.01,0.00
22.616,0.16,0.07,1.20,0.04,0.36,1.25,0.81,0.36,0.50,0.00
22.617,0.16,0.07,1.20,-0.21,1.00,2.09,0.81,0.36,0.50,0.00
22.672,0.15,0.11,1.19,-0.21,1.00,2.09,0.81,0.36,0.50,0.00
22.68,0.15,0.11,1.19,-0.21,1.00,2.09,0.95,0.40,0.43,0.00
22.682,0.15,0.11,1.19,-0.09,0.89,2.00,0.95,0.40,0.43,0.00
22.758,0.07,0.18,0.78,-0.09,0.89,2.00,0.95,0.40,0.43,0.00
22.762,0.07,0.18,0.78,-0.09,0.89,2.00,1.01,0.37,-0.06,0.00
22.762,0.07,0.18,0.78,-0.45,0.86,-2.37,1.01,0.37,-0.06,0.00
22.802,0.14,0.13,0.96,-0.45,0.86,-2.37,1.01,0.37,-0.06,0.00
22.816,0.14,0.13,0.96,-0.45,0.86,-2.37,0.49,-0.24,-0.73,0.00
22.817,0.14,0.13,0.96,0.07,-0.04,-0.22,0.49,-0.24,-0.73,0.00
22.867,0.18,0.12,1.22,0.07,-0.04,-0.22,0.49,-0.24,-0.73,0.00
22.878,0.18,0.12,1.22,0.07,-0.04,-0.22,-0.26,-0.18,-0.46,0.00
22.878,0.18,0.12,1.22,0.42,-0.11,2.29,-0.26,-0.18,-0.46,0.00
23.019,0.12,0.16,0.85,0.42,-0.11,2.29,-0.26,-0.18,-0.46,0.00
23.027,0.12,0.16,0.85,0.42,-0.11,2.29,0.18,-0.03,0.05,0.00
23.028,0.12,0.16,0.85,-0.20,0.35,-1.47,0.18,-0.03,0.05,0.00
23.028,0.16,0.14,0.88,-0.20,0.35,-1.47,0.18,-0.03,0.05,0.00
23.029,0.16,0.14,0.88,-0.20,0.35,-1.47,0.42,0.07,0.45,0.00
23.03,0.16,0.14,0.88,0.16,-0.16,-0.99,0.42,0.07,0.45,0.00
23.069,0.23,0.14,1.00,0.16,-0.16,-0.99,0.42,0.07,0.45,0.00
23.075,0.23,0.14,1.00,0.16,-0.16,-0.99,0.04,-0.32,0.55,0.00
23.076,0.23,0.14,1.00,0.67,-0.17,0.25,0.04,-0.32,0.55,0.00
23.144,0.21,0.20,1.06,0.67,-0.17,0.25,0.04,-0.32,0.55,0.00
23.145,0.21,0.20,1.06,0.67,-0.17,0.25,0.28,-0.17,1.26,0.00
23.146,0.21,0.20,1.06,0.16,0.39,0.86,0.28,-0.17,1.26,0.00
23.197,0.12,0.18,0.98,0.16,0.39,0.86,0.28,-0.17,1.26,0.00
23.209,0.12,0.18,0.98,0.16,0.39,0.86,0.45,0.73,1.70,0.00
23.21,0.12,0.18,0.98,-1.47,-0.28,0.10,0.45,0.73,1.70,0.00
23.265,-0.05,0.00,1.04,-1.47,-0.28,0.10,0.45,0.73,1.70,0.00
23.274,-0.05,0.00,1.04,-1.47,-0.28,0.10,-0.72,1.45,0.75,0.00
23.275,-0.05,0.00,1.04,-1.28,-1.26,0.50,-0.72,1.45,0.75,0.00
23.329,0.08,0.00,1.04,-1.28,-1.26,0.50,-0.72,1.45,0.75,0.00
23.341,0.08,0.00,1.04,-1.28,-1.26,0.50,-1.00,0.48,0.12,0.00
23.342,0.08,0.00,1.04,0.38,-0.58,0.37,-1.00,0.48,0.12,0.00
23.395,0.08,0.08,1.19,0.38,-0.58,0.37,-1.00,0.48,0.12,0.00
23.407,0.08,0.08,1.19,0.38,-0.58,0.37,-0.08,-0.04,1.06,0.00
23.408,0.08,0.08,1.19,0.21,-0.44,1.71,-0.08,-0.04,1.06,0.00
23.472,-0.04,-0.05,0.94,0.21,-0.44,1.71,-0.08,-0.04,1.06,0.00
23.475,-0.04,-0.05,0.94,0.21,-0.44,1.71,-0.42,0.33,1.19,0.00
23.475,-0.04,-0.05,0.94,-0.82,-0.69,-0.59,-0.42,0.33,1.19,0.00
23.528,-0.01,-0.12,1.02,-0.82,-0.69,-0.59,-0.42,0.33,1.19,0.00
23.538,-0.01,-0.12,1.02,-0.82,-0.69,-0.59,-0.80,0.37,1.27,0.00
23.539,-0.01,-0.12,1.02,-0.20,-0.93,0.24,-0.80,0.37,1.27,0.00
23.61,-0.01,-0.11,1.10,-0.20,-0.93,0.24,-0.80,0.37,1.27,0.00
23.613,-0.01,-0.11,1.10,-0.20,-0.93,0.24,-0.53,0.04,1.97,0.00
23.614,-0.01,-0.11,1.10,-0.07,-0.03,1.12,-0.53,0.04,1.97,0.00
23.686,0.08,-0.02,1.03,-0.07,-0.03,1.12,-0.53,0.04,1.97,0.00
23.688,0.08,-0.02,1.03,-0.07,-0.03,1.12,0.06,-0.23,2.67,0.00
23.694,0.08,-0.02,1.03,0.35,0.46,0.48,0.06,-0.23,2.67,0.00
23.725,0.04,-0.04,0.97,0.35,0.46,0.48,0.06,-0.23,2.67,0.00
23.735,0.04,-0.04,0.97,0.35,0.46,0.48,0.26,-0.48,2.51,0.00
23.736,0.04,-0.04,0.97,0.21,0.09,-0.32,0.26,-0.48,2.51,0.00
23.792,0.02,-0.09,0.98,0.21,0.09,-0.32,0.26,-0.48,2.51,0.00
23.809,0.02,-0.09,0.98,0.21,0.09,-0.32,-0.07,-0.24,1.93,0.00
23.811,0.02,-0.09,0.98,0.18,-0.25,0.44,-0.07,-0.24,1.93,0.00
23.868,0.10,-0.07,1.04,0.18,-0.25,0.44,-0.07,-0.24,1.93,0.00
23.87,0.10,-0.07,1.04,0.18,-0.25,0.44,-0.05,-0.46,1.55,0.00
23.87,0.10,-0.07,1.04,0.48,-0.04,0.38,-0.05,-0.46,1.55,0.00
23.923,0.08,-0.00,0.94,0.48,-0.04,0.38,-0.05,-0.46,1.55,0.00
23.934,0.08,-0.00,0.94,0.48,-0.04,0.38,0.33,-0.35,1.60,0.00
23.935,0.08,-0.00,0.94,0.06,0.43,-0.55,0.33,-0.35,1.60,0.00
23.99,0.08,0.04,0.93,0.06,0.43,-0.55,0.33,-0.35,1.60,0.00
24.008,0.08,0.04,0.93,0.06,0.43,-0.55,0.68,-0.17,1.61,0.00
24.009,0.08,0.04,0.93,0.22,0.09,-0.49,0.68,-0.17,1.61,0.00
24.096,0.13,-0.00,0.98,0.22,0.09,-0.49,0.68,-0.17,1.61,0.00
24.098,0.13,-0.00,0.98,0.22,0.09,-0.49,0.25,-0.27,1.23,0.00
24.099,0.13,-0.00,0.98,0.29,-0.01,-0.15,0.25,-0.27,1.23,0.00
24.121,0.10,0.03,1.09,0.29,-0.01,-0.15,0.25,-0.27,1.23,0.00
24.132,0.10,0.03,1.09,0.29,-0.01,-0.15,0.27,-0.02,0.94,0.00
24.132,0.10,0.03,1.09,-0.02,0.24,0.88,0.27,-0.02,0.94,0.00
24.187,-0.01,0.04,1.09,-0.02,0.24,0.88,0.27,-0.02,0.94,0.00
24.199,-0.01,0.04,1.09,-0.02,0.24,0.88,0.21,0.45,0.27,0.00
24.2,-0.01,0.04,1.09,-0.79,0.23,0.89,0.21,0.45,0.27,0.00
24.287,-0.04,0.07,1.01,-0.79,0.23,0.89,0.21,0.45,0.27,0.00
24.296,-0.04,0.07,1.01,-0.79,0.23,0.89,0.32,0.82,0.12,0.00
24.296,-0.04,0.07,1.01,-0.57,0.29,0.06,0.32,0.82,0.12,0.00
24.319,0.06,0.04,1.00,-0.57,0.29,0.06,0.32,0.82,0.12,0.00
24.329,0.06,0.04,1.00,-0.57,0.29,0.06,0.05,-0.04,0.63,0.00
24.33,0.06,0.04,1.00,1.20,-0.36,0.11,0.05,-0.04,0.63,0.00
24.402,0.18,0.05,1.02,1.20,-0.36,0.11,0.05,-0.04,0.63,0.00
24.405,0.18,0.05,1.02,1.20,-0.36,0.11,0.06,-0.83,1.73,0.00
24.406,0.18,0.05,1.02,1.03,0.10,0.24,0.06,-0.83,1.73,0.00
24.487,0.21,0.08,0.96,1.03,0.10,0.24,0.06,-0.83,1.73,0.00
24.49,0.21,0.08,0.96,1.03,0.10,0.24,0.50,-0.82,2.49,0.00
24.491,0.21,0.08,0.96,0.69,0.31,-0.26,0.50,-0.82,2.49,0.00
24.517,0.07,0.06,0.95,0.69,0.31,-0.26,0.50,-0.82,2.49,0.00
24.528,0.07,0.06,0.95,0.69,0.31,-0.26,0.32,0.10,1.60,0.00
24.529,0.07,0.06,0.95,-0.71,-0.21,-0.02,0.32,0.10,1.60,0.00
24.607,0.09,-0.00,1.01,-0.71,-0.21,-0.02,0.32,0.10,1.60,0.00
24.609,0.09,-0.00,1.01,-0.71,-0.21,-0.02,-0.11,0.37,1.33,0.00
24.61,0.09,-0.00,1.01,-0.27,-0.35,0.31,-0.11,0.37,1.33,0.00
24.659,0.14,-0.00,1.02,-0.27,-0.35,0.31,-0.11,0.37,1.33,0.00
24.663,0.14,-0.00,1.02,-0.27,-0.35,0.31,-0.08,-0.02,1.96,0.00
24.664,0.14,-0.00,1.02,0.25,-0.16,0.29,-0.08,-0.02,1.96,0.00
24.715,0.19,0.01,1.00,0.25,-0.16,0.29,-0.08,-0.02,1.96,0.00
24.726,0.19,0.01,1.00,0.25,-0.16,0.29,0.23,-0.35,2.26,0.00
24.726,0.19,0.01,1.00,0.40,-0.07,0.13,0.23,-0.35,2.26,0.00
24.783,0.11,0.01,1.01,0.40,-0.07,0.13,0.23,-0.35,2.26,0.00
24.801,0.11,0.01,1.01,0.40,-0.07,0.13,0.16,0.07,1.68,0.00
24.802,0.11,0.01,1.01,-0.30,0.04,0.17,0.16,0.07,1.68,0.00
24.847,0.15,0.05,1.03,-0.30,0.04,0.17,0.16,0.07,1.68,0.00
24.858,0.15,0.05,1.03,-0.30,0.04,0.17,0.41,-0.02,1.67,0.00
24.858,0.15,0.05,1.03,0.07,0.38,0.34,0.41,-0.02,1.67,0.00
24.914,0.09,0.12,1.11,0.07,0.38,0.34,0.41,-0.02,1.67,0.00
24.924,0.09,0.12,1.11,0.07,0.38,0.34,0.67,0.34,0.87,0.00
24.925,0.09,0.12,1.11,-0.17,0.60,0.96,0.67,0.34,0.87,0.00
24.983,0.08,0.10,0.97,-0.17,0.60,0.96,0.67,0.34,0.87,0.00
24.996,0.08,0.10,0.97,-0.17,0.60,0.96,0.47,0.34,0.86,0.00
25.002,0.08,0.10,0.97,-0.32,0.02,-0.57,0.47,0.34,0.86,0.00
